name,number,nation,appearances,goals,assists,shots,big_chances_created,clean_sheets,saves,goals_conceded,player_image,nation_flag,team,position
João Gomes,8,Brazil,27,3,1,0,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p448089.png,https://resources.premierleague.com/premierleague/flags/BR.png,Wolverhampton Wanderers,Midfielder
Tommy Doyle,20,England,24,0,1,0,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p220394.png,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,Wolverhampton Wanderers,Midfielder
Jean-Ricner Bellegarde,27,France,27,2,6,0,6,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p231057.png,https://resources.premierleague.com/premierleague/flags/FR.png,Wolverhampton Wanderers,Midfielder
Luke Rawlings,62,England,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/Photo-Missing.png,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,Wolverhampton Wanderers,Midfielder
André,7,Brazil,24,0,0,0,1,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p509291.png,https://resources.premierleague.com/premierleague/flags/BR.png,Wolverhampton Wanderers,Midfielder
Marshall Munetsi,5,Zimbabwe,5,1,1,0,1,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/Photo-Missing.png,https://resources.premierleague.com/premierleague/flags/ZW.png,Wolverhampton Wanderers,Midfielder
Forward,South,Korea,18,2,0,5,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p184754.png,https://resources.premierleague.com/premierleague/flags/KR.png,Wolverhampton Wanderers,Korea
Matheus Cunha,10,Brazil,26,13,4,86,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p430871.png,https://resources.premierleague.com/premierleague/flags/BR.png,Wolverhampton Wanderers,Forward
Gonçalo Guedes,29,Portugal,24,2,4,18,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p181284.png,https://resources.premierleague.com/premierleague/flags/PT.png,Wolverhampton Wanderers,Forward
Sasa Kalajdzic,18,Austria,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p429414.png,https://resources.premierleague.com/premierleague/flags/AT.png,Wolverhampton Wanderers,Forward
Enso González,30,Paraguay,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/Photo-Missing.png,https://resources.premierleague.com/premierleague/flags/PY.png,Wolverhampton Wanderers,Forward
Nathan Fraser,63,Ireland,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p531363.png,https://resources.premierleague.com/premierleague/flags/IE.png,Wolverhampton Wanderers,Forward
Leon Chiwome,44,England,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/Photo-Missing.png,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,Wolverhampton Wanderers,Forward
Rodrigo Gomes,19,Portugal,17,1,0,4,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p483081.png,https://resources.premierleague.com/premierleague/flags/PT.png,Wolverhampton Wanderers,Forward
Strand Larsen,9,Norway,27,9,2,39,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p247412.png,https://resources.premierleague.com/premierleague/flags/NO.png,Wolverhampton Wanderers,Forward
Carlos Forbs,26,Portugal,9,0,0,2,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p463212.png,https://resources.premierleague.com/premierleague/flags/PT.png,Wolverhampton Wanderers,Forward
Tom Edozie,74,England,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/Photo-Missing.png,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,Wolverhampton Wanderers,Forward
Mateus Mané,59,England,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/Photo-Missing.png,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,Wolverhampton Wanderers,Forward
